N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1811,KODEX 인도Nifty미드캡100,"11,230",하락 190,-1.66%,0,202,"1,800",0.03,"4,828",N/A,N/A
1812,한투 인버스2X일본니케이225선물 ETN(H),"8,070",하락 30,-0.37%,0,202,"2,500",0.00,"2,049",N/A,N/A
1813,KB 레버리지 항셍테크 선물 ETN(H) B,"20,075",상승 75,+0.38%,0,201,"1,000",0.00,"1,012",N/A,N/A
1814,한투 인버스일본니케이225선물 ETN(H),"6,685",하락 15,-0.22%,0,201,"3,000",0.00,"1,836",N/A,N/A
1815,에셋플러스 차이나일등기업포커스10액티브,"18,170",상승 5,+0.03%,0,200,"1,100",0.00,"2,227",N/A,N/A
1816,TIGER 한중반도체(합성),"26,640",상승 595,+2.28%,0,200,750,0.00,833,N/A,N/A
1817,메리츠 레버리지 구리 선물 ETN(H),"19,980",상승 45,+0.23%,0,200,"1,000",0.00,"2,205",N/A,N/A
1818,ACE 2차전지&친환경차액티브,"8,665",상승 170,+2.00%,0,199,"2,300",0.18,"37,331",N/A,N/A
1819,삼성 레버리지 구리 선물 ETN(H),"19,845",상승 140,+0.71%,0,198,"1,000",0.00,"14,799",N/A,N/A
1820,참엔지니어링,"1,161",하락 9,-0.77%,500,197,"16,973",1.06,"45,419",-0.94,-36.15
1821,N2 레버리지 구리 선물 ETN(H),"19,650",하락 145,-0.73%,0,196,"1,000",0.00,2,N/A,N/A
1822,키움 K방산 TOP5 ETN,"9,765",상승 440,+4.72%,0,195,"2,000",0.00,"1,292",N/A,N/A
1824,RISE 5대그룹주,"9,715",상승 220,+2.32%,0,194,"2,000",0.00,"67,862",N/A,N/A
1825,한국주강,"1,715",상승 15,+0.88%,500,194,"11,309",3.79,"11,487",19.27,2.27
1826,아센디오,"1,781",하락 11,-0.61%,500,194,"10,874",0.93,"37,060",-1.11,-32.60
1827,HANARO Fn전기&수소차,"10,745",상승 200,+1.90%,0,193,"1,800",0.06,"137,310",N/A,N/A
1828,KIWOOM KRX100,"9,200",상승 145,+1.60%,0,193,"2,100",0.00,"6,630",N/A,N/A
1829,ACE 미국10년국채액티브(H),"10,160",하락 10,-0.10%,0,193,"1,900",0.06,"55,956",N/A,N/A
1830,PLUS K방산레버리지,"7,980",상승 645,+8.79%,0,192,"2,400",0.33,"211,554",N/A,N/A
1831,ACE FTSE WGBI Korea,"95,735",상승 75,+0.08%,0,191,200,0.00,18,N/A,N/A
1833,KODEX MSCI Korea,"27,250",상승 415,+1.55%,0,191,700,0.00,"3,807",N/A,N/A
1834,RISE 테슬라고정테크100,"14,590",상승 55,+0.38%,0,190,"1,300",1.33,"27,597",N/A,N/A
1835,한투 일본종합상사TOP5 ETN,"18,910",상승 300,+1.61%,0,189,"1,000",0.00,"5,798",N/A,N/A
1836,TIMEFOLIO 글로벌소비트렌드액티브,"13,470",상승 55,+0.41%,0,189,"1,400",0.47,"125,156",N/A,N/A
1837,키움 조선TOP10 ETN,"26,900",상승 710,+2.71%,0,188,700,0.00,20,N/A,N/A
1838,RISE 200고배당커버드콜ATM,"9,075",하락 60,-0.66%,0,186,"2,050",13.58,"67,481",N/A,N/A
1839,ACE 마이크로소프트밸류체인액티브,"13,765",하락 50,-0.36%,0,186,"1,350",0.02,"234,914",N/A,N/A
1840,HANARO 반도체핵심공정주도주,"8,430",상승 75,+0.90%,0,185,"2,200",0.41,"39,694",N/A,N/A
1841,키움 레버리지 K방산 TOP5 ETN,"18,515","상승 1,640",+9.72%,0,185,"1,000",0.00,"8,330",N/A,N/A
1842,메리츠 미국 인플레이션 국채 ETN(H),"9,250",보합 0,0.00%,0,185,"2,000",0.00,0,N/A,N/A
1843,한진칼우,"34,350",하락 350,-1.01%,"2,500",184,537,16.79,"2,811",13.06,N/A
1844,삼성 S&P500 TR ETN,"18,435",상승 10,+0.05%,0,184,"1,000",0.00,327,N/A,N/A
1845,KODEX 200exTOP,"20,360",상승 345,+1.72%,0,183,900,0.00,"4,957",N/A,N/A
1846,ACE 국고채3년,"101,760",하락 50,-0.05%,0,183,180,0.00,"2,220",N/A,N/A
1847,PLUS 일본엔화초단기국채(합성),"10,115",하락 60,-0.59%,0,182,"1,800",0.25,"111,240",N/A,N/A
1848,TIGER 리츠부동산인프라채권,"4,920",상승 10,+0.20%,0,182,"3,700",0.02,"9,739",N/A,N/A
1851,PLUS 애플채권혼합,"13,405",하락 25,-0.19%,0,181,"1,350",0.17,"5,716",N/A,N/A
1852,하나 반도체 ETN,"18,040",상승 150,+0.84%,0,180,"1,000",0.00,131,N/A,N/A
1853,KODEX 200가치저변동,"17,910",하락 80,-0.44%,0,179,"1,000",0.05,"3,444",N/A,N/A
1854,LX하우시스우,"17,300",보합 0,0.00%,"5,000",179,"1,032",9.22,"1,426",-39.77,N/A
1855,PLUS 미국배당증가성장주데일리커버드콜,"9,905",하락 15,-0.15%,0,178,"1,800",0.03,"12,631",N/A,N/A
1856,에셋플러스 코리아대장장이액티브,"19,755",상승 285,+1.46%,0,178,900,0.00,"2,055",N/A,N/A
1857,FOCUS 200,"50,625",상승 950,+1.91%,0,177,350,0.00,28,N/A,N/A
1858,TIGER 글로벌멀티에셋TIF액티브,"12,140",하락 25,-0.21%,0,176,"1,450",0.04,"2,933",N/A,N/A
1859,KC그린홀딩스,756,보합 0,0.00%,500,176,"23,239",0.81,0,-0.58,23.91
1860,RISE 채권혼합,"72,985",상승 395,+0.54%,0,175,240,0.00,599,N/A,N/A
1861,HANARO 글로벌럭셔리S&P(합성),"22,605",하락 25,-0.11%,0,174,770,0.00,"1,740",N/A,N/A
1862,하이트진로2우B,"15,400",하락 50,-0.32%,"5,000",174,"1,130",3.46,"1,869",12.61,N/A
1863,KODEX 53-09 국고채액티브,"11,350",상승 30,+0.27%,0,174,"1,530",0.07,"7,793",N/A,N/A
1864,PLUS 미국테크TOP10,"22,990",상승 40,+0.17%,0,172,750,0.11,"3,850",N/A,N/A
1865,삼성 인버스 2X 미국다우존스 선물 ETN,"17,235",하락 70,-0.40%,0,172,"1,000",0.00,210,N/A,N/A
1866,TIGER 은행,"13,315",하락 205,-1.52%,0,170,"1,280",0.15,"176,848",N/A,N/A
1867,RISE 배터리 리사이클링,"11,830",상승 430,+3.77%,0,170,"1,440",0.19,"38,705",N/A,N/A
1868,TIGER K게임,"6,545",하락 115,-1.73%,0,170,"2,600",0.15,"28,014",N/A,N/A
1869,ACE 차이나항셍테크,"8,950",상승 30,+0.34%,0,170,"1,900",0.37,"21,231",N/A,N/A
1870,PLUS 우량회사채50,"121,375",하락 20,-0.02%,0,170,140,0.09,928,N/A,N/A
1871,TIGER KEDI혁신기업ESG30,"14,150",상승 185,+1.32%,0,170,"1,200",0.00,"3,482",N/A,N/A
1873,PLUS 미국다우존스고배당주(합성 H),"18,380",상승 10,+0.05%,0,169,920,0.00,"9,339",N/A,N/A
1874,ACE 미국IT인터넷(합성 H),"21,020",하락 130,-0.61%,0,168,800,0.01,138,N/A,N/A
1875,RISE 테슬라애플아마존채권혼합,"16,800",하락 105,-0.62%,0,168,"1,000",0.24,"25,621",N/A,N/A
1876,한투 플래티넘 선물 ETN,"16,790",상승 55,+0.33%,0,168,"1,000",0.00,199,N/A,N/A
1877,KODEX 200 중소형,"20,890",상승 45,+0.22%,0,167,800,0.01,"7,039",N/A,N/A
1878,HANARO 바이오코리아액티브,"15,905",하락 225,-1.39%,0,167,"1,050",0.16,"54,410",N/A,N/A
1879,KIWOOM K-반도체북미공급망,"12,820",상승 210,+1.67%,0,167,"1,300",0.56,"2,705",N/A,N/A
1880,RISE 미국S&P원유생산기업(합성 H),"6,055",상승 20,+0.33%,0,167,"2,750",0.17,"16,766",N/A,N/A
1881,넥센우,"4,610",하락 140,-2.95%,500,166,"3,601",10.85,"2,662",2.77,N/A
1882,에셋플러스 코리아플랫폼액티브,"7,890",하락 40,-0.50%,0,166,"2,100",0.00,"2,204",N/A,N/A
1883,RISE V&S셀렉트밸류채권혼합,"13,795",상승 115,+0.84%,0,166,"1,200",0.00,"9,482",N/A,N/A
1884,KODEX iShares미국인플레이션국채액티브,"11,625",하락 50,-0.43%,0,164,"1,410",0.10,"12,272",N/A,N/A
1885,KODEX 모멘텀주,"23,415",상승 295,+1.28%,0,164,700,0.01,833,N/A,N/A
1886,TIGER 일본반도체FACTSET,"17,200",상승 50,+0.29%,0,163,950,0.20,"9,770",N/A,N/A
1887,RISE 미국S&P배당킹,"11,255",하락 65,-0.57%,0,163,"1,450",0.00,"7,419",N/A,N/A
1888,RISE 미국양자컴퓨팅,"17,160",하락 75,-0.44%,0,163,950,0.00,"11,850",N/A,N/A
1889,대한제당우,"2,505",상승 5,+0.20%,500,162,"6,483",4.07,"15,995",4.17,N/A
1890,ITF 200,"59,005",상승 820,+1.41%,0,162,275,0.00,120,N/A,N/A
1891,메리츠 솔랙티브 -2X WTI원유 선물 ETN(H),"16,190",하락 340,-2.06%,0,162,"1,000",0.00,"1,074",N/A,N/A
1892,KODEX 한중반도체(합성),"26,925",상승 675,+2.57%,0,162,600,0.00,"1,730",N/A,N/A
1893,RISE 200금융,"17,140",하락 195,-1.12%,0,161,940,0.16,"9,765",N/A,N/A
1894,메리츠 인버스 2X 미국채30년 ETN(H),"16,105",상승 170,+1.07%,0,161,"1,000",0.00,190,N/A,N/A
1895,에셋플러스 글로벌대장장이액티브,"25,880",상승 240,+0.94%,0,160,620,0.00,77,N/A,N/A
1896,ACE MSCI멕시코(합성),"17,750",상승 80,+0.45%,0,160,900,0.00,"3,000",N/A,N/A
1897,RISE TDF2040액티브,"15,195",상승 10,+0.07%,0,160,"1,050",0.00,"8,500",N/A,N/A
1898,스타에스엠리츠,"2,035",보합 0,0.00%,"5,000",159,"7,827",1.03,0,-0.84,-38.78
1899,TREX 펀더멘탈 200,"63,680",상승 390,+0.62%,0,159,250,0.08,9,N/A,N/A
1900,ACE 애플밸류체인액티브,"15,160",상승 45,+0.30%,0,159,"1,050",0.04,"14,620",N/A,N/A
1901,삼성 인버스 2X 구리 선물 ETN(H),"1,060",하락 6,-0.56%,0,159,"15,000",0.00,"109,701",N/A,N/A
1902,에셋플러스 글로벌일등기업포커스10액티브,"19,875",하락 15,-0.08%,0,159,800,0.00,"4,313",N/A,N/A
1903,ACE 러시아MSCI(합성),"8,535",보합 0,0.00%,0,158,"1,850",0.15,0,N/A,N/A
1904,KIWOOM 독일DAX,"17,540",상승 50,+0.29%,0,158,900,0.07,"8,249",N/A,N/A
1905,KB S&P 인버스 2X WTI원유 선물 ETN B,"15,730",하락 385,-2.39%,0,157,"1,000",0.00,"18,463",N/A,N/A
1906,한투 구리 선물 ETN,"15,690",하락 95,-0.60%,0,157,"1,000",0.00,56,N/A,N/A
1908,신한 블룸버그 인버스2X WTI원유선물 ETN B,"15,640",하락 375,-2.34%,0,156,"1,000",0.00,317,N/A,N/A
1909,하나 S&P 인버스 2X WTI원유 선물 ETN B,"15,640",하락 400,-2.49%,0,156,"1,000",0.00,8,N/A,N/A
1910,TIGER 퓨처모빌리티액티브,"9,800",상승 170,+1.77%,0,156,"1,590",0.00,"5,835",N/A,N/A
1911,KODEX 가치주,"17,285",상승 120,+0.70%,0,156,900,0.00,"2,200",N/A,N/A
1913,미래에셋 S&P 유럽탄소배출권 선물 ETN,"15,430",보합 0,0.00%,0,154,"1,000",0.00,0,N/A,N/A
1914,한국ANKOR유전,220,하락 1,-0.45%,0,154,"70,020",0.81,"481,729",N/A,N/A
1915,TIGER 리츠부동산인프라10채권혼합액티브,"10,265",보합 0,0.00%,0,154,"1,500",0.52,"5,369",N/A,N/A
1916,ACE 차이나AI빅테크TOP2+액티브,"11,400",상승 145,+1.29%,0,154,"1,350",0.24,"18,541",N/A,N/A
1917,메리츠 레버리지 멕시코 페소화 ETN,"30,710",하락 80,-0.26%,0,154,500,0.00,1,N/A,N/A
1918,RISE 헬스케어채권혼합,"12,785",상승 75,+0.59%,0,153,"1,200",0.00,"18,495",N/A,N/A
1919,KoAct 미국바이오헬스케어액티브,"10,955",하락 45,-0.41%,0,153,"1,400",0.00,"750,238",N/A,N/A
1920,파워 K-주주가치액티브,"14,585",하락 25,-0.17%,0,153,"1,050",0.00,82,N/A,N/A
1921,ACE 미국배당퀄리티채권혼합50,"10,935",하락 20,-0.18%,0,153,"1,400",0.10,"28,361",N/A,N/A
1922,삼성 항셍테크 TR ETN(H) B,"15,260",보합 0,0.00%,0,153,"1,000",0.00,0,N/A,N/A
1923,RISE 미국고정배당우선증권,"12,205",하락 5,-0.04%,0,153,"1,250",0.00,"5,299",N/A,N/A
1924,한투 베트남 VN30 선물 ETN(H),"15,130",상승 65,+0.43%,0,151,"1,000",0.00,14,N/A,N/A
1925,HANARO 미국S&P500,"18,845",상승 20,+0.11%,0,151,800,0.00,"2,611",N/A,N/A
1926,ACE 중국과창판STAR50,"10,760",상승 155,+1.46%,0,151,"1,400",0.24,"12,971",N/A,N/A
1927,신한 인버스 콩 선물 ETN(H),"7,480",보합 0,0.00%,0,150,"2,000",0.00,0,N/A,N/A
1928,RISE 코리아밸류업위클리고정커버드콜,"12,465",상승 135,+1.09%,0,150,"1,200",3.11,"83,453",N/A,N/A
1929,VITA MZ소비액티브,"9,970",하락 10,-0.10%,0,150,"1,500",0.12,246,N/A,N/A
1930,KB 인버스 2X 콩 선물 ETN,"29,840","상승 1,060",+3.68%,0,149,500,0.00,153,N/A,N/A
1931,메리츠 인버스 2X 미국채10년 ETN(H),"14,895",보합 0,0.00%,0,149,"1,000",0.00,0,N/A,N/A
1932,미래에셋 2X 미국채울트라30년 선물 ETN,"7,440",하락 120,-1.59%,0,149,"2,000",0.00,"1,415",N/A,N/A
1933,HK 베스트일레븐액티브,"15,660",상승 165,+1.06%,0,149,950,0.00,26,N/A,N/A
1934,TIGER LG그룹+펀더멘털,"9,275",하락 25,-0.27%,0,148,"1,600",0.02,"90,590",N/A,N/A
1935,PLUS 국고채30년액티브,"106,580",상승 225,+0.21%,0,148,139,0.00,382,N/A,N/A
1936,BNK 2차전지양극재,"6,890",상승 475,+7.40%,0,148,"2,150",0.01,"135,711",N/A,N/A
1937,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,"4,215",상승 140,+3.44%,0,148,"3,500",0.00,"35,273",N/A,N/A
1938,RISE 차이나테크TOP10위클리타겟커버드콜,"10,535",상승 15,+0.14%,0,147,"1,400",20.31,"17,239",N/A,N/A
1939,삼성 나스닥 100 TR ETN,"14,725",상승 35,+0.24%,0,147,"1,000",0.00,82,N/A,N/A
1940,KODEX 기후변화솔루션,"16,325",상승 405,+2.54%,0,147,900,0.00,"1,480",N/A,N/A
1941,ACE 코리아밸류업,"17,185",상승 250,+1.48%,0,146,850,0.00,"2,734",N/A,N/A
1942,FOCUS ESG리더스,"16,215",상승 150,+0.93%,0,146,900,0.00,682,N/A,N/A
1943,KODEX 유럽명품TOP10 STOXX,"11,600",상승 5,+0.04%,0,145,"1,250",0.00,"4,855",N/A,N/A
1944,TIGER 일본TOPIX(합성 H),"28,960",상승 205,+0.71%,0,145,500,0.00,296,N/A,N/A
1945,KODEX 미국클린에너지나스닥,"9,040",상승 50,+0.56%,0,145,"1,600",0.00,"36,096",N/A,N/A
1946,KODEX 미국ETF산업Top10 Indxx,"16,940",상승 5,+0.03%,0,144,850,0.00,"2,298",N/A,N/A
1947,마이티 200TR,"22,085",상승 310,+1.42%,0,144,650,0.00,136,N/A,N/A
1948,PLUS 차이나AI테크TOP10,"11,925",상승 145,+1.23%,0,143,"1,200",0.00,"7,849",N/A,N/A
1949,TIGER 글로벌자원생산기업(합성 H),"16,815",하락 70,-0.41%,0,143,850,0.00,696,N/A,N/A
1950,삼성 iSelect 조선 TOP10 TR ETN,"14,245",상승 485,+3.52%,0,142,"1,000",0.00,"1,888",N/A,N/A
1951,KODEX 아시아AI반도체exChina액티브,"28,405",상승 415,+1.48%,0,142,500,0.00,628,N/A,N/A
1953,대신 천연가스 선물 ETN(H),"4,715",상승 95,+2.06%,0,141,"3,000",0.00,"3,258",N/A,N/A
1954,솔루스첨단소재2우B,"3,720",상승 5,+0.13%,100,141,"3,778",1.13,"8,589",-7.98,N/A
1955,TIGER 탄소효율그린뉴딜,"14,050",상승 195,+1.41%,0,140,"1,000",0.00,"2,324",N/A,N/A
1956,삼양사우,"37,950",하락 150,-0.39%,"5,000",140,370,0.85,145,3.71,N/A
1957,KODEX 미국S&P500유틸리티,"14,730",하락 150,-1.01%,0,140,950,0.00,"4,758",N/A,N/A
1958,에이리츠,"3,130",보합 0,0.00%,"5,000",140,"4,463",0.27,0,-7.49,-7.63
1959,ACE TDF2030액티브,"11,120",보합 0,0.00%,0,139,"1,250",0.00,"25,422",N/A,N/A
1960,RISE 엔비디아고정테크100,"11,555",상승 10,+0.09%,0,139,"1,200",0.00,"7,034",N/A,N/A
1961,TIGER S&P글로벌인프라(합성),"17,325",하락 165,-0.94%,0,139,800,0.00,997,N/A,N/A
1962,메리츠 인버스 미국채30년 ETN(H),"13,760",보합 0,0.00%,0,138,"1,000",0.00,0,N/A,N/A
1963,한투 S&P 인버스 2X 엔달러 선물 ETN(H),"13,760",상승 115,+0.84%,0,138,"1,000",0.00,2,N/A,N/A
1964,SOL KRX300,"27,510",상승 385,+1.42%,0,138,500,0.00,8,N/A,N/A
1965,메리츠 KAP 레버리지 중국 위안화 ETN,"27,470",하락 105,-0.38%,0,137,500,0.00,55,N/A,N/A
1966,마이티 바이오시밀러&CDMO액티브,"11,815",하락 50,-0.42%,0,137,"1,160",0.05,"6,017",N/A,N/A
1967,TIGER KRX300,"27,370",상승 335,+1.24%,0,137,500,0.00,"4,199",N/A,N/A
1968,한투 S&P500 VIX S/T선물 ETN(H) B,"13,595",하락 90,-0.66%,0,136,"1,000",0.00,"6,399",N/A,N/A
1969,한투 블룸버그 인도네시아 대표원자재 ETN,"13,540",상승 50,+0.37%,0,135,"1,000",0.00,607,N/A,N/A
1970,ACE 미국중심중소형제조업,"11,760",하락 25,-0.21%,0,135,"1,150",0.00,"2,363",N/A,N/A
1971,ACE 삼성그룹동일가중,"26,975",하락 20,-0.07%,0,135,500,0.00,410,N/A,N/A
1972,KIWOOM 미국대형주500월간목표헤지액티브,"10,345",상승 10,+0.10%,0,134,"1,300",0.00,"58,704",N/A,N/A
1973,KODEX 미국S&P500필수소비재,"12,210",하락 30,-0.25%,0,134,"1,100",0.00,"4,898",N/A,N/A
1974,KIWOOM K-테크TOP10,"19,125",상승 525,+2.82%,0,134,700,0.01,"1,438",N/A,N/A
1975,KODEX 혁신기술테마액티브,"22,245",상승 295,+1.34%,0,133,600,0.00,414,N/A,N/A
1976,KODEX 필수소비재,"8,315",상승 5,+0.06%,0,133,"1,600",0.01,"10,841",N/A,N/A
1977,KODEX 미국S&P500경기소비재,"18,975",상승 75,+0.40%,0,133,700,0.00,"2,091",N/A,N/A
1978,KODEX WTI원유선물인버스(H),"4,175",하락 40,-0.95%,0,133,"3,175",0.00,"146,556",N/A,N/A
1979,RISE 중국MSCI China(H),"11,045",상승 55,+0.50%,0,133,"1,200",0.00,"7,932",N/A,N/A
1980,삼성 일본니케이225선물 ETN(H),"13,230",상승 30,+0.23%,0,132,"1,000",0.00,3,N/A,N/A
1981,NPC우,"2,495",하락 35,-1.38%,500,132,"5,280",1.30,"12,038",-11.82,N/A
1982,KB 차이나 과창판 STAR 50 ETN,"13,150",상승 260,+2.02%,0,132,"1,000",0.00,3,N/A,N/A
1983,KIWOOM 블루칩,"11,955",상승 45,+0.38%,0,132,"1,100",0.00,713,N/A,N/A
1984,ACE 글로벌브랜드TOP10,"20,220",하락 105,-0.52%,0,131,650,0.00,"1,117",N/A,N/A
1985,KODEX 운송,"5,950",하락 10,-0.17%,0,131,"2,200",0.04,"60,975",N/A,N/A
1986,TIMEFOLIO K이노베이션액티브,"10,050",상승 25,+0.25%,0,131,"1,300",0.00,"71,083",N/A,N/A
1987,TIGER 농산물선물Enhanced(H),"5,205",하락 40,-0.76%,0,130,"2,500",0.00,"14,684",N/A,N/A
1988,TIGER 차이나항셍30,"23,645",하락 160,-0.67%,0,130,550,0.00,"2,204",N/A,N/A
1989,메리츠 인버스 미국채10년 ETN(H),"13,000",상승 40,+0.31%,0,130,"1,000",0.00,3,N/A,N/A
1990,파워 고배당저변동성,"48,025",하락 220,-0.46%,0,130,270,0.00,"3,951",N/A,N/A
1992,대상홀딩스우,"14,100",하락 250,-1.74%,"1,000",129,913,2.97,"38,909",22.63,N/A
1994,메리츠 인버스 국채30년 ETN,"12,805",하락 40,-0.31%,0,128,"1,000",0.00,19,N/A,N/A
1995,미래에셋 인도네시아 Top5 ETN,"12,800",하락 275,-2.10%,0,128,"1,000",0.00,"1,042",N/A,N/A
1996,TIMEFOLIO 글로벌바이오액티브,"10,660",하락 240,-2.20%,0,128,"1,200",0.00,"46,197",N/A,N/A
1997,하나 인버스 2X 콩 선물 ETN(H),"12,790",상승 480,+3.90%,0,128,"1,000",0.00,80,N/A,N/A
1999,WON AI ESG액티브,"15,950",상승 250,+1.59%,0,128,800,0.00,"2,394",N/A,N/A
2000,메리츠 멕시코 페소화 ETN,"12,740",보합 0,0.00%,0,127,"1,000",0.00,0,N/A,N/A
2001,RISE 미국은행TOP10,"12,120",상승 25,+0.21%,0,127,"1,050",0.00,"15,316",N/A,N/A
2002,JW중외제약2우B,"60,500",하락 100,-0.17%,"2,500",127,210,0.15,9,24.00,N/A
2003,삼성 구리 선물 ETN(H),"12,660",상승 35,+0.28%,0,127,"1,000",0.00,"4,754",N/A,N/A
2004,LX홀딩스1우,"8,630",보합 0,0.00%,"1,000",126,"1,465",1.84,243,4.52,N/A
2005,삼성 KRX 2차전지 TOP10 TR ETN,"12,610",상승 555,+4.60%,0,126,"1,000",0.00,583,N/A,N/A
2008,PLUS 일본반도체소부장,"17,990",하락 110,-0.61%,0,126,700,0.00,"9,538",N/A,N/A
2009,HANARO 탄소효율그린뉴딜,"13,985",상승 185,+1.34%,0,126,900,0.00,"2,708",N/A,N/A
2010,에셋플러스 글로벌영에이지액티브,"20,270",상승 45,+0.22%,0,126,620,0.00,21,N/A,N/A
2011,ACE 장기자산배분액티브,"12,565",하락 15,-0.12%,0,126,"1,000",0.00,"10,658",N/A,N/A
2012,미래에셋 -2X 미국 AI TOP3 ETN,"12,530",상승 10,+0.08%,0,125,"1,000",0.00,10,N/A,N/A
2013,TIGER 미국달러선물레버리지,"17,890",하락 55,-0.31%,0,125,700,0.00,"1,020",N/A,N/A
2014,대신 KOSPI200인덱스 X클래스,"10,850",상승 150,+1.40%,0,125,"1,150",0.00,"1,114",N/A,N/A
2016,RISE 미국고배당다우존스TOP10,"10,840",하락 50,-0.46%,0,125,"1,150",0.00,"22,111",N/A,N/A
2017,KIWOOM 미국S&P500 TOP10&배당다우비중전환,"10,375",하락 20,-0.19%,0,124,"1,200",0.00,"88,021",N/A,N/A
2018,TIGER MSCI KOREA ESG리더스,"15,935",상승 160,+1.01%,0,124,780,0.00,"3,286",N/A,N/A
2019,태양금속우,"3,750",상승 155,+4.31%,500,124,"3,300",2.31,"197,638",-25.34,N/A
2020,TIMEFOLIO K신재생에너지액티브,"17,595",상승 255,+1.47%,0,123,700,0.00,"28,919",N/A,N/A
2021,한투 S&P 유럽탄소배출권 선물 ETN(H),"12,255",하락 60,-0.49%,0,123,"1,000",0.00,3,N/A,N/A
2022,메리츠 S&P 유럽탄소배출권 선물 ETN(H),"12,225",보합 0,0.00%,0,122,"1,000",0.00,0,N/A,N/A
2023,메리츠 KAP 중국 위안화 ETN,"12,225",하락 5,-0.04%,0,122,"1,000",0.00,112,N/A,N/A
2025,KODEX 대만테크고배당다우존스,"10,170",상승 15,+0.15%,0,122,"1,200",0.00,"2,877",N/A,N/A
2026,메리츠 천연가스 선물 ETN(H),"12,180",상승 130,+1.08%,0,122,"1,000",0.00,"6,496",N/A,N/A
2027,TIGER 이머징마켓MSCI레버리지(합성 H),"11,485",상승 50,+0.44%,0,122,"1,060",0.00,27,N/A,N/A
2029,KB 인버스 2X 나스닥 100 ETN,"2,025",하락 20,-0.98%,0,122,"6,000",0.00,"497,077",N/A,N/A
2030,TIGER MKF배당귀족,"17,305",하락 95,-0.55%,0,121,700,0.00,"3,809",N/A,N/A
2031,키움 레버리지 리츠부동산인프라 ETN,"24,140",상승 280,+1.17%,0,121,500,0.00,21,N/A,N/A
2032,HANARO KOFR금리액티브(합성),"109,310",하락 5,0.00%,0,120,110,0.00,491,N/A,N/A
2034,KODEX MSCI KOREA ESG유니버설,"17,155",상승 260,+1.54%,0,120,700,0.00,"4,780",N/A,N/A
2035,KODEX 멀티팩터,"20,010",상승 275,+1.39%,0,120,600,0.00,261,N/A,N/A
2036,BNK 미래전략기술액티브,"20,005",상승 310,+1.57%,0,120,600,0.00,862,N/A,N/A
2037,TRUSTON 주주가치액티브,"18,720",상승 30,+0.16%,0,120,640,0.15,"7,426",N/A,N/A
2038,RISE 미국AI클라우드인프라,"11,975",상승 40,+0.34%,0,120,"1,000",0.00,"143,089",N/A,N/A
2039,KODEX 국채선물3년인버스,"56,900",보합 0,0.00%,0,119,210,0.00,7,N/A,N/A
2040,RISE 국채선물10년,"53,820",하락 120,-0.22%,0,119,222,0.00,502,N/A,N/A
2041,메리츠 미국채10년 ETN,"11,905",하락 30,-0.25%,0,119,"1,000",0.00,2,N/A,N/A
2042,SOL 머니마켓액티브,"52,205",보합 0,0.00%,0,119,228,0.00,"7,870",N/A,N/A
2043,KODEX 미국S&P500커뮤니케이션,"19,735",상승 185,+0.95%,0,118,600,0.00,813,N/A,N/A
2044,TIGER 미국캐시카우100,"14,790",상승 95,+0.65%,0,118,800,0.00,"7,025",N/A,N/A
2045,TREX 200,"59,090",상승 795,+1.36%,0,118,200,0.00,119,N/A,N/A
2046,KODEX 웹툰&드라마,"2,950",하락 10,-0.34%,0,118,"4,000",0.01,"26,817",N/A,N/A
2047,메리츠 -2X 천연가스 선물 ETN(H),"11,795",하락 475,-3.87%,0,118,"1,000",0.00,"7,105",N/A,N/A
2048,ACE 글로벌AI맞춤형반도체,"13,860",상승 115,+0.84%,0,118,850,0.00,"11,795",N/A,N/A
2049,하나 인버스 2X 천연가스 선물 ETN(H),"11,745",하락 435,-3.57%,0,117,"1,000",0.00,"16,328",N/A,N/A
2050,신한 S&P 레버리지 유로 선물 ETN(H),"11,735",하락 5,-0.04%,0,117,"1,000",0.00,3,N/A,N/A
2051,유유제약1우,"5,160",상승 330,+6.83%,"1,000",117,"2,267",1.12,"108,952",16.81,N/A
2052,신한 인버스 2X 다우존스지수 선물 ETN(H),"1,168",하락 4,-0.34%,0,117,"10,000",0.00,224,N/A,N/A
2053,VITA 밸류알파액티브,"16,665",하락 95,-0.57%,0,117,700,0.00,257,N/A,N/A
2054,1Q 미국우주항공테크,"11,660",하락 85,-0.72%,0,117,"1,000",0.00,"306,885",N/A,N/A
2055,코오롱글로벌우,"15,720",하락 110,-0.69%,"5,000",116,741,0.23,"4,272",3.96,N/A
2056,HANARO Fn5G산업,"21,115",상승 100,+0.48%,0,116,550,0.00,"1,092",N/A,N/A
2057,RISE 주식혼합,"57,945",상승 605,+1.06%,0,116,200,0.00,6,N/A,N/A
2058,N2 인버스 2X 천연가스 선물 ETN,"11,585",하락 500,-4.14%,0,116,"1,000",0.00,"5,358",N/A,N/A
2059,유진 챔피언중단기크레딧 X클래스,"9,965",상승 10,+0.10%,0,116,"1,160",0.00,5,N/A,N/A
2060,신한 S&P 유로 선물 ETN(H),"11,545",보합 0,0.00%,0,115,"1,000",0.00,0,N/A,N/A
2061,메리츠 국채5년 ETN,"11,540",하락 10,-0.09%,0,115,"1,000",0.00,1,N/A,N/A
